Date,VisitingTeam,VisitingTeamScore,HomeTeam,HomeTeamScore
222,MoreheadState,56,SIUEdwardsville,48
222,Pepperdine,61,SaintMarysCA,66
222,UTArlington,74,ULLafayette,76
222,Evansville,63,Drake,74
222,TheCitadel,52,Mercer,88
222,Syracuse,71,Duke,85
222,Valparaiso,64,SoIllinois,67
222,William&Mary,54,Elon,73
222,TexasState,57,ArkansasState,52
222,Oregon,58,USC,72
222,TexasTech,69,OklahomaState,74
222,NewMexico,73,AirForce,65
222,Grambling,59,JacksonState,63
222,GardnerWebb,69,USCUpstate,58
222,HoustonBaptist,80,NorthwesternSt,86
222,SELouisiana,78,TexasA&MCorpus,75
222,CentralArkansas,63,NewOrleansU,88
222,SamHoustonSt,77,Lamar,71
222,AlabamaA&M,52,AlcornState,65
222,AlabamaState,66,Southern,75
222,CharlestonSou,78,Presbyterian,77
222,NorthAlabama,54,Liberty,74
223,Akron,73,Ohio,90
223,Pacific,77,SanDiego,67
223,AppalachianState,71,GeorgiaState,85
223,MiamiOhio,96,CentralMichigan,54
223,Buffalo,102,NoIllinois,74
223,Massachusetts,65,Richmond,79
223,SaintLouis,65,VCU,67
223,Illinois,72,MichiganState,81
223,WestVirginia,74,TCU,66
223,LSU,78,Georgia,91
223,GeorgiaTech,69,VirginiaTech,53
223,NotreDame,57,Louisville,69
223,BowlingGreen,82,EasternMichigan,69
223,St.Johns,58,Villanova,81
223,IowaState,72,Baylor,77
223,PennState,86,Nebraska,83
223,WashingtonU,64,ArizonaState,97
223,Connecticut,70,Georgetown,57
223,Oklahoma,57,KansasState,62
223,Florida,74,Auburn,57
223,Mississippi,60,Missouri,53
223,Kansas,72,Texas,75
223,NorthAlabama,54,Liberty,74
223,HighPoint,48,Campbell,68
223,ArkPineBluff,56,PrairieViewA&M,72
223,MissValleySt,45,TexasSouthern,82
224,KentState,71,BallState,90
224,Clemson,60,WakeForest,39
224,St.Bonaventure,56,Davidson,53
224,Dayton,84,St.Josephs,97
224,GeoWashington,58,GeorgeMason,63
224,NewMexico,55,AirForce,62
224,NCState,68,Virginia,61
224,TheCitadel,63,Furman,72
224,WesternCarolina,81,NCGreensboro,80
224,Chattanooga,77,Mercer,81
224,Temple,65,SouthFlorida,47
224,SouthCarolina,48,MississippiSt,69
224,SetonHall,52,Butler,61
224,Duquesne,65,LaSalle,85
224,Marquette,83,NorthCarolina,70
224,IndianaU,63,Rutgers,74
224,Tulane,46,MemphisU,61
224,NorthernArizona,80,SouthernUtah,85
224,FloridaState,88,MiamiFlorida,71
224,Depaul,53,Creighton,77
224,Xavier,68,Providence,83
224,Cincinnati,70,Tulsa,69
224,Alabama,66,Arkansas,81
224,Tennessee,70,Vanderbilt,58
224,FresnoState,67,UNLV,64
224,AlabamaA&M,57,Southern,73
224,N.CarolinaA&T,79,NCCentral,63
224,DelawareState,55,NorfolkState,86
224,Hampton,74,Longwood,68
224,HolyCross,86,BostonU,75
224,American,49,LoyolaMaryland,60
224,StephenF.Austin,83,NorthwesternSt,57
224,NewOrleansU,69,TexasA&MCorpus,61
224,Lamar,67,IncarnateWord,45
224,McNeeseState,96,SELouisiana,91
224,HoustonBaptist,68,NichollsState,83
224,SamHoustonSt,72,AbileneChristian,86
224,AlabamaState,59,AlcornState,68
225,MiamiOhio,74,WesternMichigan,66
225,EasternMichigan,67,Ohio,86
225,CentralMichigan,73,Buffalo,85
225,TennMartin,53,SIUEdwardsville,66
225,Iowa,57,Michigan,79
225,WashingtonU,72,ArizonaState,80
225,TennesseeState,60,MoreheadState,74
225,SantaClara,75,Gonzaga,89
225,Nebraska,70,Illinois,86
225,WesternKentucky,57,HoustonU,81
225,Belmont,67,EasternKentucky,81
225,UCLA,76,UtahU,61
225,SEMissouriSt,94,EasternIllinois,88
225,PortlandState,64,No.Colorado,66
225,MurrayState,74,JacksonvilleSt,87
225,WeberState,82,SacramentoState,73
225,AustinPeay,76,TennesseeTech,81
225,OhioState,67,MichiganState,71
225,SanFrancisco,73,BYU,79
225,Oregon,71,Stanford,68
225,USC,62,Colorado,80
225,Montana,64,IdahoState,58
225,LoyolaMarymount,81,Pepperdine,74
225,Northwestern,67,Minnesota,59
225,BoiseState,66,SanDiegoState,78
225,OregonState,59,California,57
225,WashingtonState,53,Arizona,69
225,Pacific,46,SaintMarysCA,58
225,RobertMorris,73,DetroitU,83
225,IllinoisChicago,58,YoungstownState,74
225,IPFW,89,WiscGreenBay,84
225,IUPUI,72,WiscMilwaukee,84
225,St.FrancisNY,84,Merrimack,71
225,Wagner,83,CentralConn,63
225,LongIsland,80,Bryant,87
225,MountStMarys,72,St.FrancisPA,65
225,FairDickinson,82,SacredHeart,69
225,FloridaA&M,75,SoCarolinaSt,67
225,MissValleySt,62,PrairieViewA&M,82
225,ArkPineBluff,65,TexasSouthern,79
226,Tulane,71,Cincinnati,91
226,Rider,52,St.Peter's,66
226,Drexel,84,JamesMadison,78
226,Manhattan,69,Siena,74
226,ULMonroe,49,TexasState,58
226,UCDavis,69,CalPolySLO,61
226,AppalachianState,84,GeorgiaSouthern,78
226,NebraskaOmaha,80,DenverU,76
226,GeoWashington,41,St.Bonaventure,88
226,SouthernUtah,92,NorthernArizona,62
226,Richmond,67,SaintLouis,72
226,Drake,80,Bradley,71
226,NorthTexas,77,Marshall,65
226,MiddleTennSt,61,OldDominion,67
226,ArkansasState,71,UTArlington,73
226,CoastalCarolina,75,Troy,59
226,MissouriSt,90,Evansville,81
226,UAB,64,TexSanAntonio,57
226,Purdue,73,PennState,52
226,IndianaState,58,Valparaiso,43
226,BowlingGreen,83,Akron,71
226,MontanaState,69,IdahoU,74
226,UCSanDiego,55,CalIrvine,80
226,Rice,57,LouisianaTech,101
226,ULLafayette,66,ArkansasLR,61
226,FlaAtlantic,69,SouthernMiss,60
226,UTRioGrandeValley,74,UtahValley,78
226,NewMexicoState,78,TarletonSt,51
226,UMKC,49,SouthDakotaState,67
226,NorthernIowa,70,IllinoisState,56
226,SoIllinois,52,LoyolaChicago,60
226,Nevada,72,UtahState,75
226,GeorgiaState,84,SouthAlabama,81
226,GrandCanyon,57,SeattleU,63
226,CSNorthridge,58,CSBakersfield,84
226,CalSantaBarbara,72,CalRiverside,68
226,FresnoState,67,UNLV,68
226,LongBeachState,76,Hawaii,78
226,NorthFlorida,79,Stetson,74
226,Wagner,77,CentralConn,83
226,St.FrancisNY,67,Merrimack,75
226,LongIsland,60,Bryant,63
226,FairDickinson,64,SacredHeart,70
226,FlaGulfCoast,63,KennesawSt,80
227,Syracuse,77,GeorgiaTech,84
227,Tennessee,72,Auburn,77
227,Texas,59,TexasTech,68
227,Michigan,73,IndianaU,57
227,Georgetown,68,Depaul,60
227,Mercer,61,WesternCarolina,85
227,NoIllinois,57,EasternMichigan,91
227,CentralMichigan,91,BallState,97
227,SouthCarolina,91,Georgia,70
227,Montana,59,IdahoState,58
227,WeberState,72,SacramentoState,70
227,NotreDame,90,BostonCollege,94
227,Illinois,74,Wisconsin,69
227,NorthTexas,72,Marshall,73
227,WashingtonU,74,Arizona,75
227,Buffalo,86,Ohio,66
227,VCU,57,Davidson,65
227,MiamiFlorida,58,Clemson,66
227,LSU,75,Arkansas,83
227,Rice,58,LouisianaTech,79
227,PortlandState,73,No.Colorado,65
227,Marquette,62,Connecticut,80
227,AppalachianState,57,GeorgiaSouthern,65
227,OklahomaState,94,Oklahoma,90
227,Mississippi,70,Vanderbilt,75
227,WakeForest,46,VirginiaTech,84
227,AirForce,49,ColoradoState,72
227,Belmont,74,MoreheadState,74
227,NCGreensboro,85,ETennesseeSt,74
227,FloridaState,70,NorthCarolina,78
227,UAB,79,TexSanAntonio,96
227,KansasState,43,WestVirginia,65
227,Florida,71,Kentucky,67
227,Pepperdine,90,SanDiego,84
227,BoiseState,58,SanDiegoState,62
227,Oregon,74,California,63
227,LaSalle,54,GeorgeMason,89
227,KentState,64,MiamiOhio,51
227,NorthDakotaState,71,SouthDakota,80
227,Creighton,69,Xavier,77
227,WesternMichigan,44,Toledo,91
227,TennMartin,73,EasternIllinois,68
227,FlaAtlantic,73,SouthernMiss,66
227,AustinPeay,67,JacksonvilleSt,75
227,ArkansasState,56,UTArlington,64
227,ULLafayette,59,ArkansasLR,69
227,ULMonroe,57,TexasState,61
227,CoastalCarolina,76,Troy,71
227,UCDavis,68,CalPolySLO,66
227,WesternIllinois,81,OralRoberts,85
227,CharlotteU,47,UTEP,70
227,NorthernIowa,94,IllinoisState,87
227,SoIllinois,58,LoyolaChicago,65
227,SEMissouriSt,69,SIUEdwardsville,63
227,TCU,76,IowaState,72
227,Louisville,80,Duke,73
227,NebraskaOmaha,80,DenverU,76
227,Elon,80,NCWilmington,77
227,IndianaState,58,Valparaiso,70
227,Alabama,64,MississippiSt,59
227,OregonState,73,Stanford,62
227,Manhattan,56,Siena,64
227,RhodeIsland,75,Duquesne,86
227,MiddleTennSt,60,OldDominion,73
227,TennesseeState,84,EasternKentucky,89
227,Furman,73,Wofford,74
227,GeorgiaState,82,SouthAlabama,73
227,MissouriSt,63,Evansville,72
227,Minnesota,74,Nebraska,78
227,Drake,61,Bradley,67
227,UCSanDiego,64,CalIrvine,75
227,USC,61,UtahU,71
227,Baylor,58,Kansas,71
227,Rider,78,St.Peter's,65
227,UTRioGrandeValley,64,UtahValley,73
227,NewMexicoState,55,TarletonSt,64
227,UMKC,77,SouthDakotaState,88
227,WashingtonState,74,ArizonaState,77
227,MurrayState,61,TennesseeTech,71
227,GrandCanyon,81,SeattleU,71
227,CalSantaBarbara,52,CalRiverside,68
227,UCLA,61,Colorado,70
227,LongBeachState,76,Hawaii,79
227,CSNorthridge,90,CSBakersfield,87
227,SaintMarysCA,51,BYU,65
227,LoyolaMarymount,69,Gonzaga,86
227,SanFrancisco,69,Pacific,76
227,Navy,73,LoyolaMaryland,67
227,Liberty,94,Bellarmine,78
227,American,78,Bucknell,71
227,NorthFlorida,68,Stetson,85
227,FloridaA&M,57,SoCarolinaSt,63
227,BostonU,75,Army,63
227,Lipscomb,66,NorthAlabama,73
227,Lehigh,69,Lafayette,75
227,SELouisiana,61,NorthwesternSt,79
227,StephenF.Austin,83,Lamar,88
227,AlcornState,75,Southern,89
227,TexasSouthern,86,AlabamaState,76
227,PrairieViewA&M,55,AlabamaA&M,54
227,AbileneChristian,82,CentralArkansas,84
227,NichollsState,105,NewOrleansU,101
227,CoppinState,81,DelawareState,68
227,NCCentral,53,N.CarolinaA&T,55
227,JacksonState,68,MissValleySt,54
227,HoustonBaptist,58,McNeeseState,85
227,StonyBrook,62,UMassLowell,64
227,Binghamton,60,Hartford,77
227,NJIT,66,AlbanyNY,76
227,Presbyterian,65,Hampton,67
227,USCUpstate,60,HighPoint,65
228,Villanova,61,Butler,73
228,MemphisU,80,Cincinnati,74
228,MichiganState,55,Maryland,73
228,FloridaIntl,58,WesternKentucky,91
228,CharlotteU,62,UTEP,77
228,MontanaState,71,IdahoU,61
228,Iowa,73,OhioState,57
228,Quinnipiac,67,Marist,76
228,Pittsburgh,62,NCState,65
228,SouthFlorida,52,HoustonU,98
228,NorthDakotaState,89,SouthDakota,77
228,WesternIllinois,59,OralRoberts,95
228,Nevada,66,UtahState,87
228,FloridaA&M,63,SoCarolinaSt,58
228,BostonU,55,Army,57
228,LoyolaMaryland,58,Navy,66
228,Bucknell,68,American,81
228,CoppinState,94,DelawareState,74
228,Lafayette,71,Lehigh,70
228,UMassLowell,72,NewHampshire,64
228,AlbanyNY,77,Hartford,83
301,FloridaIntl,59,WesternKentucky,71
301,Dayton,55,St.Bonaventure,52
301,St.Josephs,76,Richmond,73
301,Massachusetts,57,SaintLouis,78
301,Quinnipiac,52,Marist,65
301,MiamiFlorida,51,Virginia,62
301,NorthCarolina,70,Syracuse,72
301,Rutgers,51,Nebraska,72
301,Arizona,69,Oregon,80
301,Oklahoma,75,OklahomaState,79
301,AirForce,44,ColoradoState,74
301,StephenF.Austin,79,CentralArkansas,66
301,NorthwesternSt,71,NichollsState,87
301,TexasA&MCorpus,47,Lamar,66
301,NewOrleansU,88,IncarnateWord,72
301,SamHoustonSt,83,HoustonBaptist,70
301,TexasSouthern,68,AlabamaA&M,58
301,Grambling,63,MissValleySt,67
301,PrairieViewA&M,70,AlabamaState,67
301,Hampton,52,Radford,67
301,HighPoint,54,Winthrop,83
301,Longwood,77,NCAsheville,61
301,GardnerWebb,57,Campbell,63
301,ArkPineBluff,58,JacksonState,64
302,UTRioGrandeValley,51,NewMexicoState,69
302,Akron,78,Buffalo,80
302,Toledo,79,CentralMichigan,81
302,Baylor,94,WestVirginia,89
302,WakeForest,57,Pittsburgh,70
302,Arkansas,101,SouthCarolina,73
302,Texas,81,IowaState,67
302,TCU,49,TexasTech,69
302,Xavier,66,Georgetown,72
302,Tulsa,69,CentralFlorida,73
302,EasternMichigan,65,BallState,100
302,Auburn,58,Alabama,70
302,MiamiOhio,84,BowlingGreen,79
302,WesternMichigan,73,NoIllinois,63
302,Illinois,76,Michigan,53
302,FresnoState,67,BoiseState,64
302,Duke,77,GeorgiaTech,81
302,IndianaU,58,MichiganState,64
302,Vanderbilt,68,LSU,83
302,MemphisU,73,SouthFlorida,52
302,Wisconsin,69,Purdue,73
302,Marquette,77,Depaul,71
302,Kentucky,62,Mississippi,70
302,IPFW,104,ClevelandState,108
302,DetroitU,69,NorthernKentucky,70
302,WiscMilwaukee,94,WrightState,92
302,YoungstownState,83,Oakland,87
302,Merrimack,67,Wagner,74
303,Clemson,54,Syracuse,64
303,WichitaState,78,Tulane,70
303,Connecticut,69,SetonHall,58
303,Missouri,72,Florida,70
303,Minnesota,65,PennState,84
303,Providence,67,St.Johns,81
303,NCState,80,NotreDame,69
303,OregonState,75,UtahU,70
303,NewMexico,73,ColoradoState,87
303,Creighton,60,Villanova,72
303,MississippiSt,63,TexasA&M,57
303,UCLA,74,Oregon,82
303,Maryland,55,Northwestern,60
303,BostonCollege,64,FloridaState,93
303,SanDiegoState,71,UNLV,62
303,IdahoState,68,EasternWashington,63
303,Stanford,42,USC,79
303,St.Josephs,72,LaSalle,66
303,Fordham,49,GeoWashington,53
303,SIUEdwardsville,61,Belmont,78
303,SEMissouriSt,54,MoreheadState,61
303,Merrimack,59,Wagner,64
303,FloridaA&M,65,NCCentral,58
303,TexasA&MCorpus,61,SamHoustonSt,84
303,NorthwesternSt,83,NewOrleansU,92
303,SELouisiana,71,CentralArkansas,88
303,IncarnateWord,67,HoustonBaptist,72
303,AbileneChristian,63,StephenF.Austin,61
303,Lehigh,58,BostonU,69
304,Monmouth,77,Rider,74
304,St.Peter's,60,Quinnipiac,65
304,Fairfield,59,Manhattan,69
304,MiddleTennSt,50,FlaAtlantic,80
304,OklahomaState,70,Baylor,81
304,MichiganState,50,Michigan,69
304,TCU,67,WestVirginia,76
304,Canisius,66,Siena,73
304,Vanderbilt,78,Cincinnati,64
304,IowaState,54,TexasTech,81
304,UTEP,62,Kansas,67
304,ArizonaState,61,Colorado,75
304,Nebraska,64,Iowa,102
304,Texas,69,Oklahoma,65
304,No.Colorado,59,WeberState,60
304,CentralFlorida,64,EastCarolina,60
304,Wyoming,59,UtahState,72
304,SouthernUtah,68,PortlandState,58
304,Duquesne,67,Richmond,62
304,St.Josephs,66,Massachusetts,100
304,RhodeIsland,72,Dayton,84
304,GeoWashington,59,GeorgeMason,73
304,SoIllinois,73,Bradley,63
304,IllinoisState,60,NorthernIowa,65
304,MurrayState,65,JacksonvilleSt,68
304,AustinPeay,67,EasternKentucky,70
304,SanDiego,51,SanFrancisco,67
304,PortlandU,86,SantaClara,95
304,FloridaA&M,71,NCCentral,74
304,NichollsState,80,McNeeseState,67
304,AlcornState,78,TexasSouthern,80
304,Southern,61,PrairieViewA&M,68
304,AlabamaState,68,Grambling,91
304,AlabamaA&M,35,JacksonState,50
304,KennesawSt,59,Liberty,69
304,NorthAlabama,68,NorthFlorida,60
304,FlaGulfCoast,72,Lipscomb,60
304,Stetson,73,Bellarmine,70
304,Campbell,78,Radford,60
304,Longwood,61,Winthrop,82
305,IdahoState,62,EasternWashington,75
305,St.Peter's,66,Quinnipiac,64
305,Monmouth,65,Rider,62
305,NoIllinois,79,CentralMichigan,74
305,KentState,67,Buffalo,81
305,Fairfield,85,Manhattan,67
305,BostonCollege,76,MiamiFlorida,80
305,MiddleTennSt,54,FlaAtlantic,63
305,Hawaii,73,UCDavis,68
305,Canisius,76,Siena,75
305,BallState,70,Toledo,89
305,CalRiverside,72,CSNorthridge,68
305,EasternMichigan,64,WesternMichigan,63
305,CalIrvine,71,LongBeachState,68
305,CharlotteU,67,Marshall,75
305,GeorgiaTech,75,WakeForest,63
305,CalPolySLO,57,CalSantaBarbara,71
305,UAB,65,NorthTexas,51
305,OldDominion,71,WesternKentucky,69
305,TarletonSt,65,UTRioGrandeValley,47
305,CSFullerton,85,UCSanDiego,89
305,UtahValley,59,GrandCanyon,55
305,SeattleU,80,CaliforniaBaptist,79
305,NewMexicoState,76,DixieState,66
305,ColoradoState,82,Nevada,85
305,Duquesne,59,St.Bonaventure,75
305,Massachusetts,72,SaintLouis,86
305,Dayton,68,VCU,73
305,GeorgeMason,67,Davidson,99
305,SoIllinois,49,LoyolaChicago,73
305,Evansville,43,IndianaState,53
305,Valparaiso,55,MissouriSt,66
305,WesternCarolina,86,TheCitadel,100
305,Samford,59,Mercer,87
305,GeorgiaSouthern,58,ArkansasState,62
305,ULMonroe,72,SouthAlabama,80
305,ArkansasLR,60,AppalachianState,67
305,Troy,91,UTArlington,86
305,JacksonvilleSt,69,Belmont,72
305,EasternKentucky,64,MoreheadState,67
305,SanFrancisco,66,LoyolaMarymount,70
305,SantaClara,81,Pacific,76
305,SacramentoState,75,MontanaState,77
305,MorganState,92,DelawareState,67
305,ArkPineBluff,82,MissValleySt,59
305,Stetson,64,Liberty,77
305,FlaGulfCoast,81,NorthAlabama,96
